ID filter results
020649.47-041452.7 I {'amp': 235.457, 'R_sersic': 1.558, 'n_sersic': 1.4, 'center_x': -0.075, 'center_y': 0.094, 'phi_G': 0.015, 'q': 0.789, 'QSO_amp': 1792.133, 'host_amp': 5992.536, 'host_flux_ratio_percent': 76.979, 'host_mag': 17.556, 'qso_x': -0.053, 'qso_y': 0.119, 'redu_Chisq': 11.962374}
022651.77-045715.0 Z {'amp': 260.014, 'R_sersic': 0.646, 'n_sersic': 0.937, 'center_x': 0.08, 'center_y': -0.036, 'phi_G': 0.379, 'q': 0.336, 'QSO_amp': 424.354, 'host_amp': 424.065, 'host_flux_ratio_percent': 49.983, 'host_mag': 20.431, 'qso_x': 0.079, 'qso_y': -0.015, 'redu_Chisq': 1.085476}
022651.77-045715.0 Y {'amp': 326.054, 'R_sersic': 0.646, 'n_sersic': 0.937, 'center_x': 0.101, 'center_y': -0.022, 'phi_G': 0.379, 'q': 0.336, 'QSO_amp': 296.552, 'host_amp': 531.56, 'host_flux_ratio_percent': 64.189, 'host_mag': 20.186, 'qso_x': 0.074, 'qso_y': -0.028, 'redu_Chisq': 0.995776}
020423.94-050619.6 I {'amp': 101.701, 'R_sersic': 1.176, 'n_sersic': 1.314, 'center_x': 0.043, 'center_y': -0.037, 'phi_G': 1.559, 'q': 0.812, 'QSO_amp': 363.058, 'host_amp': 1519.352, 'host_flux_ratio_percent': 80.713, 'host_mag': 19.046, 'qso_x': 0.1, 'qso_y': -0.023, 'redu_Chisq': 2.613602}
020423.94-050619.6 G {'amp': 20.426, 'R_sersic': 1.176, 'n_sersic': 1.314, 'center_x': 0.046, 'center_y': -0.037, 'phi_G': 1.559, 'q': 0.812, 'QSO_amp': 79.064, 'host_amp': 305.017, 'host_flux_ratio_percent': 79.415, 'host_mag': 20.789, 'qso_x': 0.089, 'qso_y': -0.013, 'redu_Chisq': 1.331918}
020423.94-050619.6 R {'amp': 64.879, 'R_sersic': 1.176, 'n_sersic': 1.314, 'center_x': 0.044, 'center_y': -0.055, 'phi_G': 1.559, 'q': 0.812, 'QSO_amp': 247.348, 'host_amp': 968.392, 'host_flux_ratio_percent': 79.655, 'host_mag': 19.535, 'qso_x': 0.088, 'qso_y': -0.018, 'redu_Chisq': 1.723636}
020423.94-050619.6 Z {'amp': 135.291, 'R_sersic': 1.176, 'n_sersic': 1.314, 'center_x': 0.046, 'center_y': -0.037, 'phi_G': 1.559, 'q': 0.812, 'QSO_amp': 786.462, 'host_amp': 2021.481, 'host_flux_ratio_percent': 71.992, 'host_mag': 18.736, 'qso_x': 0.098, 'qso_y': -0.024, 'redu_Chisq': 1.857848}
020423.94-050619.6 Y {'amp': 156.079, 'R_sersic': 1.176, 'n_sersic': 1.314, 'center_x': 0.042, 'center_y': -0.037, 'phi_G': 1.559, 'q': 0.812, 'QSO_amp': 619.725, 'host_amp': 2329.484, 'host_flux_ratio_percent': 78.987, 'host_mag': 18.582, 'qso_x': 0.103, 'qso_y': -0.015, 'redu_Chisq': 1.239853}
142800.19-001026.9 I {'amp': 105.423, 'R_sersic': 1.552, 'n_sersic': 1.7, 'center_x': -0.055, 'center_y': 0.016, 'phi_G': 0.261, 'q': 0.518, 'QSO_amp': 780.252, 'host_amp': 1904.533, 'host_flux_ratio_percent': 70.938, 'host_mag': 18.801, 'qso_x': -0.072, 'qso_y': 0.027, 'redu_Chisq': 16.039066}
142800.19-001026.9 G {'amp': 21.759, 'R_sersic': 1.552, 'n_sersic': 1.7, 'center_x': -0.018, 'center_y': -0.006, 'phi_G': 0.261, 'q': 0.518, 'QSO_amp': 901.697, 'host_amp': 392.825, 'host_flux_ratio_percent': 30.345, 'host_mag': 20.515, 'qso_x': -0.066, 'qso_y': 0.025, 'redu_Chisq': 4.268726}
142800.19-001026.9 R {'amp': 64.179, 'R_sersic': 1.552, 'n_sersic': 1.7, 'center_x': -0.048, 'center_y': 0.026, 'phi_G': 0.261, 'q': 0.518, 'QSO_amp': 903.003, 'host_amp': 1160.265, 'host_flux_ratio_percent': 56.234, 'host_mag': 19.339, 'qso_x': -0.068, 'qso_y': 0.031, 'redu_Chisq': 9.150523}
142800.19-001026.9 Z {'amp': 141.272, 'R_sersic': 1.552, 'n_sersic': 1.7, 'center_x': -0.044, 'center_y': 0.025, 'phi_G': 0.261, 'q': 0.518, 'QSO_amp': 1888.318, 'host_amp': 2550.549, 'host_flux_ratio_percent': 57.459, 'host_mag': 18.483, 'qso_x': -0.067, 'qso_y': 0.03, 'redu_Chisq': 5.764337}
142800.19-001026.9 Y {'amp': 160.715, 'R_sersic': 1.552, 'n_sersic': 1.7, 'center_x': -0.062, 'center_y': 0.015, 'phi_G': 0.261, 'q': 0.518, 'QSO_amp': 1153.354, 'host_amp': 2897.734, 'host_flux_ratio_percent': 71.53, 'host_mag': 18.345, 'qso_x': -0.07, 'qso_y': 0.026, 'redu_Chisq': 2.054525}
37.705566999999995 I {'amp': 11.137, 'R_sersic': 3.0, 'n_sersic': 2.267, 'center_x': -0.032, 'center_y': -0.034, 'phi_G': -0.721, 'q': 0.708, 'QSO_amp': 1943.07, 'host_amp': 925.656, 'host_flux_ratio_percent': 32.267, 'host_mag': 19.584, 'qso_x': -0.054, 'qso_y': -0.029, 'redu_Chisq': 3.025977}
37.705566999999995 G {'amp': 0.632, 'R_sersic': 3.0, 'n_sersic': 2.267, 'center_x': 0.5, 'center_y': 0.5, 'phi_G': -0.721, 'q': 0.708, 'QSO_amp': 2010.363, 'host_amp': 51.799, 'host_flux_ratio_percent': 2.512, 'host_mag': 22.714, 'qso_x': -0.06, 'qso_y': -0.024, 'redu_Chisq': 5.168811}
37.705566999999995 R {'amp': 3.544, 'R_sersic': 3.0, 'n_sersic': 2.267, 'center_x': 0.066, 'center_y': 0.022, 'phi_G': -0.721, 'q': 0.708, 'QSO_amp': 2229.923, 'host_amp': 293.514, 'host_flux_ratio_percent': 11.632, 'host_mag': 20.831, 'qso_x': -0.061, 'qso_y': -0.025, 'redu_Chisq': 16.034251}
37.705566999999995 Z {'amp': 10.672, 'R_sersic': 3.0, 'n_sersic': 2.267, 'center_x': 0.03, 'center_y': -0.037, 'phi_G': -0.721, 'q': 0.708, 'QSO_amp': 5660.327, 'host_amp': 884.425, 'host_flux_ratio_percent': 13.514, 'host_mag': 19.633, 'qso_x': -0.056, 'qso_y': -0.029, 'redu_Chisq': 2.790373}
37.705566999999995 Y {'amp': 16.869, 'R_sersic': 3.0, 'n_sersic': 2.267, 'center_x': -0.062, 'center_y': -0.061, 'phi_G': -0.721, 'q': 0.708, 'QSO_amp': 2763.21, 'host_amp': 1390.25, 'host_flux_ratio_percent': 33.472, 'host_mag': 19.142, 'qso_x': -0.055, 'qso_y': -0.027, 'redu_Chisq': 1.127933}
021350.92-040819.3 I {'amp': 101.219, 'R_sersic': 0.62, 'n_sersic': 4.435, 'center_x': -0.135, 'center_y': -0.187, 'phi_G': -1.226, 'q': 0.879, 'QSO_amp': 0.719, 'host_amp': 771.002, 'host_flux_ratio_percent': 99.907, 'host_mag': 19.782, 'qso_x': -0.056, 'qso_y': -0.317, 'redu_Chisq': 1.401931}
021350.92-040819.3 G {'amp': 13.543, 'R_sersic': 0.62, 'n_sersic': 4.435, 'center_x': 0.025, 'center_y': -0.176, 'phi_G': -1.226, 'q': 0.879, 'QSO_amp': 0.001, 'host_amp': 100.986, 'host_flux_ratio_percent': 99.999, 'host_mag': 21.989, 'qso_x': -0.093, 'qso_y': -0.6, 'redu_Chisq': 1.105627}
021350.92-040819.3 R {'amp': 54.814, 'R_sersic': 0.62, 'n_sersic': 4.435, 'center_x': 0.033, 'center_y': -0.181, 'phi_G': -1.226, 'q': 0.879, 'QSO_amp': 1.732, 'host_amp': 412.382, 'host_flux_ratio_percent': 99.582, 'host_mag': 20.462, 'qso_x': -0.581, 'qso_y': 0.39, 'redu_Chisq': 1.096309}
021350.92-040819.3 Z {'amp': 136.672, 'R_sersic': 0.62, 'n_sersic': 4.435, 'center_x': -0.161, 'center_y': -0.195, 'phi_G': -1.226, 'q': 0.879, 'QSO_amp': 148.391, 'host_amp': 1016.18, 'host_flux_ratio_percent': 87.258, 'host_mag': 19.483, 'qso_x': -0.086, 'qso_y': -0.178, 'redu_Chisq': 1.376253}
021350.92-040819.3 Y {'amp': 154.135, 'R_sersic': 0.62, 'n_sersic': 4.435, 'center_x': -0.13, 'center_y': -0.166, 'phi_G': -1.226, 'q': 0.879, 'QSO_amp': 131.113, 'host_amp': 1151.579, 'host_flux_ratio_percent': 89.778, 'host_mag': 19.347, 'qso_x': -0.171, 'qso_y': -0.294, 'redu_Chisq': 1.060462}
143929.51-001118.3 I {'amp': 95.526, 'R_sersic': 1.402, 'n_sersic': 0.865, 'center_x': 0.107, 'center_y': -0.123, 'phi_G': -0.972, 'q': 0.688, 'QSO_amp': 729.881, 'host_amp': 1448.09, 'host_flux_ratio_percent': 66.488, 'host_mag': 19.098, 'qso_x': -0.144, 'qso_y': 0.332, 'redu_Chisq': 13.03252}
143929.51-001118.3 G {'amp': 15.104, 'R_sersic': 1.402, 'n_sersic': 0.865, 'center_x': 0.14, 'center_y': -0.181, 'phi_G': -0.972, 'q': 0.688, 'QSO_amp': 518.267, 'host_amp': 228.793, 'host_flux_ratio_percent': 30.626, 'host_mag': 21.101, 'qso_x': -0.12, 'qso_y': 0.326, 'redu_Chisq': 1.782274}
143929.51-001118.3 R {'amp': 55.196, 'R_sersic': 1.402, 'n_sersic': 0.865, 'center_x': 0.149, 'center_y': -0.16, 'phi_G': -0.972, 'q': 0.688, 'QSO_amp': 778.74, 'host_amp': 836.124, 'host_flux_ratio_percent': 51.777, 'host_mag': 19.694, 'qso_x': -0.136, 'qso_y': 0.324, 'redu_Chisq': 3.74294}
143929.51-001118.3 Z {'amp': 130.575, 'R_sersic': 1.402, 'n_sersic': 0.865, 'center_x': 0.134, 'center_y': -0.166, 'phi_G': -0.972, 'q': 0.688, 'QSO_amp': 1875.055, 'host_amp': 1978.748, 'host_flux_ratio_percent': 51.345, 'host_mag': 18.759, 'qso_x': -0.133, 'qso_y': 0.325, 'redu_Chisq': 7.301448}
143929.51-001118.3 Y {'amp': 154.126, 'R_sersic': 1.402, 'n_sersic': 0.865, 'center_x': 0.142, 'center_y': -0.151, 'phi_G': -0.972, 'q': 0.688, 'QSO_amp': 1202.862, 'host_amp': 2334.583, 'host_flux_ratio_percent': 65.996, 'host_mag': 18.579, 'qso_x': -0.139, 'qso_y': 0.334, 'redu_Chisq': 3.495901}
090550.30+003948.1 I {'amp': 177.904, 'R_sersic': 1.357, 'n_sersic': 1.265, 'center_x': 0.083, 'center_y': 0.346, 'phi_G': 1.138, 'q': 0.596, 'QSO_amp': 334.238, 'host_amp': 2554.815, 'host_flux_ratio_percent': 88.431, 'host_mag': 18.482, 'qso_x': -0.083, 'qso_y': 0.125, 'redu_Chisq': 17.992649}
090550.30+003948.1 G {'amp': 26.052, 'R_sersic': 1.357, 'n_sersic': 1.265, 'center_x': 0.084, 'center_y': 0.335, 'phi_G': 1.138, 'q': 0.596, 'QSO_amp': 63.535, 'host_amp': 374.174, 'host_flux_ratio_percent': 85.485, 'host_mag': 20.567, 'qso_x': -0.069, 'qso_y': 0.15, 'redu_Chisq': 2.449615}
090550.30+003948.1 R {'amp': 104.534, 'R_sersic': 1.357, 'n_sersic': 1.265, 'center_x': 0.089, 'center_y': 0.354, 'phi_G': 1.138, 'q': 0.596, 'QSO_amp': 210.667, 'host_amp': 1500.603, 'host_flux_ratio_percent': 87.689, 'host_mag': 19.059, 'qso_x': -0.088, 'qso_y': 0.127, 'redu_Chisq': 10.891464}
090550.30+003948.1 Z {'amp': 237.45, 'R_sersic': 1.357, 'n_sersic': 1.265, 'center_x': 0.077, 'center_y': 0.328, 'phi_G': 1.138, 'q': 0.596, 'QSO_amp': 664.838, 'host_amp': 3412.349, 'host_flux_ratio_percent': 83.694, 'host_mag': 18.167, 'qso_x': -0.061, 'qso_y': 0.14, 'redu_Chisq': 24.462991}
090550.30+003948.1 Y {'amp': 281.715, 'R_sersic': 1.357, 'n_sersic': 1.265, 'center_x': 0.091, 'center_y': 0.361, 'phi_G': 1.138, 'q': 0.596, 'QSO_amp': 659.844, 'host_amp': 4043.033, 'host_flux_ratio_percent': 85.969, 'host_mag': 17.983, 'qso_x': -0.074, 'qso_y': 0.122, 'redu_Chisq': 5.789342}
38.155134000000004 I {'amp': 305.054, 'R_sersic': 0.436, 'n_sersic': 1.134, 'center_x': 0.018, 'center_y': 0.009, 'phi_G': 0.883, 'q': 0.871, 'QSO_amp': 231.488, 'host_amp': 638.595, 'host_flux_ratio_percent': 73.395, 'host_mag': 19.987, 'qso_x': 0.024, 'qso_y': -0.028, 'redu_Chisq': 1.100669}
38.155134000000004 G {'amp': 76.243, 'R_sersic': 0.436, 'n_sersic': 1.134, 'center_x': 0.03, 'center_y': 0.16, 'phi_G': 0.883, 'q': 0.871, 'QSO_amp': 242.525, 'host_amp': 159.633, 'host_flux_ratio_percent': 39.694, 'host_mag': 21.492, 'qso_x': 0.017, 'qso_y': 0.149, 'redu_Chisq': 1.106207}
38.155134000000004 R {'amp': 207.408, 'R_sersic': 0.436, 'n_sersic': 1.134, 'center_x': 0.021, 'center_y': 0.171, 'phi_G': 0.883, 'q': 0.871, 'QSO_amp': 234.622, 'host_amp': 434.166, 'host_flux_ratio_percent': 64.918, 'host_mag': 20.406, 'qso_x': 0.016, 'qso_y': 0.146, 'redu_Chisq': 1.143486}
38.155134000000004 Z {'amp': 408.688, 'R_sersic': 0.436, 'n_sersic': 1.134, 'center_x': 0.032, 'center_y': -0.0, 'phi_G': 0.883, 'q': 0.871, 'QSO_amp': 446.266, 'host_amp': 855.655, 'host_flux_ratio_percent': 65.723, 'host_mag': 19.669, 'qso_x': 0.012, 'qso_y': -0.017, 'redu_Chisq': 1.035403}
38.155134000000004 Y {'amp': 429.25, 'R_sersic': 0.436, 'n_sersic': 1.134, 'center_x': 0.046, 'center_y': 0.181, 'phi_G': 0.883, 'q': 0.871, 'QSO_amp': 322.901, 'host_amp': 898.988, 'host_flux_ratio_percent': 73.574, 'host_mag': 19.616, 'qso_x': -0.007, 'qso_y': 0.121, 'redu_Chisq': 0.991665}
37.570149 I {'amp': 38.605, 'R_sersic': 2.37, 'n_sersic': 2.202, 'center_x': 0.037, 'center_y': 0.094, 'phi_G': 0.062, 'q': 0.613, 'QSO_amp': 314.664, 'host_amp': 1906.953, 'host_flux_ratio_percent': 85.836, 'host_mag': 18.799, 'qso_x': 0.022, 'qso_y': 0.055, 'redu_Chisq': 7.339607}
37.570149 G {'amp': 9.476, 'R_sersic': 2.37, 'n_sersic': 2.202, 'center_x': 0.026, 'center_y': 0.117, 'phi_G': 0.062, 'q': 0.613, 'QSO_amp': 50.148, 'host_amp': 466.075, 'host_flux_ratio_percent': 90.286, 'host_mag': 20.329, 'qso_x': 0.025, 'qso_y': 0.034, 'redu_Chisq': 2.093624}
37.570149 R {'amp': 25.664, 'R_sersic': 2.37, 'n_sersic': 2.202, 'center_x': 0.068, 'center_y': 0.103, 'phi_G': 0.062, 'q': 0.613, 'QSO_amp': 180.073, 'host_amp': 1262.184, 'host_flux_ratio_percent': 87.514, 'host_mag': 19.247, 'qso_x': 0.0, 'qso_y': 0.046, 'redu_Chisq': 3.535884}
37.570149 Z {'amp': 51.831, 'R_sersic': 2.37, 'n_sersic': 2.202, 'center_x': 0.029, 'center_y': 0.087, 'phi_G': 0.062, 'q': 0.613, 'QSO_amp': 630.02, 'host_amp': 2553.506, 'host_flux_ratio_percent': 80.21, 'host_mag': 18.482, 'qso_x': 0.031, 'qso_y': 0.064, 'redu_Chisq': 2.478131}
37.570149 Y {'amp': 58.882, 'R_sersic': 2.37, 'n_sersic': 2.202, 'center_x': 0.027, 'center_y': 0.255, 'phi_G': 0.062, 'q': 0.613, 'QSO_amp': 603.753, 'host_amp': 2884.977, 'host_flux_ratio_percent': 82.694, 'host_mag': 18.35, 'qso_x': 0.03, 'qso_y': 0.23, 'redu_Chisq': 1.305451}
020514.77-045639.7 I {'amp': 41.149, 'R_sersic': 1.887, 'n_sersic': 4.126, 'center_x': 0.013, 'center_y': 0.05, 'phi_G': 1.12, 'q': 0.788, 'QSO_amp': 410.81, 'host_amp': 2101.526, 'host_flux_ratio_percent': 83.648, 'host_mag': 18.694, 'qso_x': -0.059, 'qso_y': 0.046, 'redu_Chisq': 1.883636}
020514.77-045639.7 G {'amp': 7.432, 'R_sersic': 1.887, 'n_sersic': 4.126, 'center_x': 0.021, 'center_y': 0.032, 'phi_G': 1.12, 'q': 0.788, 'QSO_amp': 176.225, 'host_amp': 380.913, 'host_flux_ratio_percent': 68.37, 'host_mag': 20.548, 'qso_x': -0.054, 'qso_y': 0.065, 'redu_Chisq': 1.309174}
020514.77-045639.7 R {'amp': 26.097, 'R_sersic': 1.887, 'n_sersic': 4.126, 'center_x': 0.0, 'center_y': 0.051, 'phi_G': 1.12, 'q': 0.788, 'QSO_amp': 306.826, 'host_amp': 1329.815, 'host_flux_ratio_percent': 81.253, 'host_mag': 19.191, 'qso_x': -0.052, 'qso_y': 0.043, 'redu_Chisq': 1.622892}
020514.77-045639.7 Z {'amp': 53.384, 'R_sersic': 1.887, 'n_sersic': 4.126, 'center_x': -0.002, 'center_y': 0.056, 'phi_G': 1.12, 'q': 0.788, 'QSO_amp': 896.554, 'host_amp': 2723.673, 'host_flux_ratio_percent': 75.235, 'host_mag': 18.412, 'qso_x': -0.039, 'qso_y': 0.044, 'redu_Chisq': 1.496599}
020514.77-045639.7 Y {'amp': 65.387, 'R_sersic': 1.887, 'n_sersic': 4.126, 'center_x': -0.008, 'center_y': 0.061, 'phi_G': 1.12, 'q': 0.788, 'QSO_amp': 476.33, 'host_amp': 3326.426, 'host_flux_ratio_percent': 87.474, 'host_mag': 18.195, 'qso_x': -0.056, 'qso_y': 0.054, 'redu_Chisq': 1.099421}
37.661116 I {'amp': 70.395, 'R_sersic': 1.969, 'n_sersic': 0.64, 'center_x': 0.084, 'center_y': 0.224, 'phi_G': 1.013, 'q': 0.623, 'QSO_amp': 249.683, 'host_amp': 1685.024, 'host_flux_ratio_percent': 87.095, 'host_mag': 18.933, 'qso_x': 0.102, 'qso_y': 0.276, 'redu_Chisq': 10.191006}
37.661116 G {'amp': 15.815, 'R_sersic': 1.969, 'n_sersic': 0.64, 'center_x': 0.05, 'center_y': 0.334, 'phi_G': 1.013, 'q': 0.623, 'QSO_amp': 67.55, 'host_amp': 378.087, 'host_flux_ratio_percent': 84.842, 'host_mag': 20.556, 'qso_x': 0.11, 'qso_y': 0.423, 'redu_Chisq': 2.404571}
37.661116 R {'amp': 45.674, 'R_sersic': 1.969, 'n_sersic': 0.64, 'center_x': 0.063, 'center_y': 0.37, 'phi_G': 1.013, 'q': 0.623, 'QSO_amp': 159.024, 'host_amp': 1091.652, 'host_flux_ratio_percent': 87.285, 'host_mag': 19.405, 'qso_x': 0.1, 'qso_y': 0.436, 'redu_Chisq': 3.132464}
37.661116 Z {'amp': 95.331, 'R_sersic': 1.969, 'n_sersic': 0.64, 'center_x': 0.098, 'center_y': 0.199, 'phi_G': 1.013, 'q': 0.623, 'QSO_amp': 481.219, 'host_amp': 2281.433, 'host_flux_ratio_percent': 82.581, 'host_mag': 18.604, 'qso_x': 0.109, 'qso_y': 0.268, 'redu_Chisq': 3.329311}
37.661116 Y {'amp': 109.88, 'R_sersic': 1.969, 'n_sersic': 0.64, 'center_x': 0.099, 'center_y': 0.21, 'phi_G': 1.013, 'q': 0.623, 'QSO_amp': 404.459, 'host_amp': 2627.513, 'host_flux_ratio_percent': 86.66, 'host_mag': 18.451, 'qso_x': 0.103, 'qso_y': 0.272, 'redu_Chisq': 1.536649}
37.649283000000004 I {'amp': 81.187, 'R_sersic': 1.336, 'n_sersic': 6.179, 'center_x': 0.061, 'center_y': 0.309, 'phi_G': -1.151, 'q': 0.294, 'QSO_amp': 382.203, 'host_amp': 985.867, 'host_flux_ratio_percent': 72.063, 'host_mag': 19.515, 'qso_x': 0.033, 'qso_y': 0.286, 'redu_Chisq': 4.34967}
37.649283000000004 G {'amp': 11.708, 'R_sersic': 1.336, 'n_sersic': 6.179, 'center_x': 0.059, 'center_y': 0.243, 'phi_G': -1.151, 'q': 0.294, 'QSO_amp': 506.24, 'host_amp': 143.666, 'host_flux_ratio_percent': 22.106, 'host_mag': 21.607, 'qso_x': 0.046, 'qso_y': 0.29, 'redu_Chisq': 1.594913}
37.649283000000004 R {'amp': 47.857, 'R_sersic': 1.336, 'n_sersic': 6.179, 'center_x': 0.05, 'center_y': 0.274, 'phi_G': -1.151, 'q': 0.294, 'QSO_amp': 445.008, 'host_amp': 656.204, 'host_flux_ratio_percent': 59.589, 'host_mag': 19.957, 'qso_x': 0.055, 'qso_y': 0.29, 'redu_Chisq': 1.648558}
37.649283000000004 Z {'amp': 109.751, 'R_sersic': 1.336, 'n_sersic': 6.179, 'center_x': 0.067, 'center_y': 0.289, 'phi_G': -1.151, 'q': 0.294, 'QSO_amp': 966.38, 'host_amp': 1330.213, 'host_flux_ratio_percent': 57.921, 'host_mag': 19.19, 'qso_x': 0.039, 'qso_y': 0.284, 'redu_Chisq': 1.983109}
37.649283000000004 Y {'amp': 134.387, 'R_sersic': 1.336, 'n_sersic': 6.179, 'center_x': 0.059, 'center_y': 0.286, 'phi_G': -1.151, 'q': 0.294, 'QSO_amp': 440.969, 'host_amp': 1679.538, 'host_flux_ratio_percent': 79.205, 'host_mag': 18.937, 'qso_x': 0.043, 'qso_y': 0.28, 'redu_Chisq': 1.192622}
37.233151 I {'amp': 37.68, 'R_sersic': 1.912, 'n_sersic': 3.071, 'center_x': 0.025, 'center_y': 0.199, 'phi_G': -1.236, 'q': 0.426, 'QSO_amp': 277.651, 'host_amp': 1017.064, 'host_flux_ratio_percent': 78.555, 'host_mag': 19.482, 'qso_x': 0.105, 'qso_y': 0.252, 'redu_Chisq': 3.231861}
37.233151 G {'amp': 5.916, 'R_sersic': 1.912, 'n_sersic': 3.071, 'center_x': 0.025, 'center_y': 0.02, 'phi_G': -1.236, 'q': 0.426, 'QSO_amp': 39.37, 'host_amp': 159.218, 'host_flux_ratio_percent': 80.175, 'host_mag': 21.495, 'qso_x': 0.079, 'qso_y': 0.069, 'redu_Chisq': 1.1342}
37.233151 R {'amp': 23.436, 'R_sersic': 1.912, 'n_sersic': 3.071, 'center_x': 0.091, 'center_y': 0.078, 'phi_G': -1.236, 'q': 0.426, 'QSO_amp': 152.523, 'host_amp': 627.806, 'host_flux_ratio_percent': 80.454, 'host_mag': 20.005, 'qso_x': 0.023, 'qso_y': 0.051, 'redu_Chisq': 1.353653}
37.233151 Z {'amp': 51.84, 'R_sersic': 1.912, 'n_sersic': 3.071, 'center_x': 0.05, 'center_y': 0.235, 'phi_G': -1.236, 'q': 0.426, 'QSO_amp': 573.839, 'host_amp': 1399.834, 'host_flux_ratio_percent': 70.925, 'host_mag': 19.135, 'qso_x': 0.115, 'qso_y': 0.24, 'redu_Chisq': 1.348312}
37.233151 Y {'amp': 64.86, 'R_sersic': 1.912, 'n_sersic': 3.071, 'center_x': 0.076, 'center_y': 0.235, 'phi_G': -1.236, 'q': 0.426, 'QSO_amp': 475.719, 'host_amp': 1740.132, 'host_flux_ratio_percent': 78.531, 'host_mag': 18.899, 'qso_x': 0.099, 'qso_y': 0.235, 'redu_Chisq': 1.114763}
142310.36-003244.2 I {'amp': 115.646, 'R_sersic': 1.126, 'n_sersic': 1.145, 'center_x': -0.075, 'center_y': 0.255, 'phi_G': 1.119, 'q': 0.685, 'QSO_amp': 712.75, 'host_amp': 1268.489, 'host_flux_ratio_percent': 64.025, 'host_mag': 19.242, 'qso_x': -0.054, 'qso_y': 0.264, 'redu_Chisq': 4.101825}
142310.36-003244.2 G {'amp': 19.332, 'R_sersic': 1.126, 'n_sersic': 1.145, 'center_x': 0.022, 'center_y': 0.041, 'phi_G': 1.119, 'q': 0.685, 'QSO_amp': 687.224, 'host_amp': 212.004, 'host_flux_ratio_percent': 23.576, 'host_mag': 21.184, 'qso_x': 0.125, 'qso_y': 0.09, 'redu_Chisq': 2.616111}
142310.36-003244.2 R {'amp': 68.524, 'R_sersic': 1.126, 'n_sersic': 1.145, 'center_x': 0.091, 'center_y': 0.084, 'phi_G': 1.119, 'q': 0.685, 'QSO_amp': 710.148, 'host_amp': 751.62, 'host_flux_ratio_percent': 51.419, 'host_mag': 19.81, 'qso_x': 0.118, 'qso_y': 0.093, 'redu_Chisq': 3.070466}
142310.36-003244.2 Z {'amp': 150.975, 'R_sersic': 1.126, 'n_sersic': 1.145, 'center_x': -0.077, 'center_y': 0.252, 'phi_G': 1.119, 'q': 0.685, 'QSO_amp': 1443.841, 'host_amp': 1655.652, 'host_flux_ratio_percent': 53.417, 'host_mag': 18.953, 'qso_x': -0.053, 'qso_y': 0.261, 'redu_Chisq': 2.202563}
142310.36-003244.2 Y {'amp': 182.131, 'R_sersic': 1.126, 'n_sersic': 1.145, 'center_x': -0.076, 'center_y': 0.25, 'phi_G': 1.119, 'q': 0.685, 'QSO_amp': 934.681, 'host_amp': 1996.638, 'host_flux_ratio_percent': 68.114, 'host_mag': 18.749, 'qso_x': -0.051, 'qso_y': 0.26, 'redu_Chisq': 1.23146}
021839.30-040821.4 I {'amp': 155.367, 'R_sersic': 1.01, 'n_sersic': 0.816, 'center_x': -0.021, 'center_y': -0.108, 'phi_G': -1.24, 'q': 0.7, 'QSO_amp': 385.03, 'host_amp': 1219.371, 'host_flux_ratio_percent': 76.002, 'host_mag': 19.285, 'qso_x': 0.055, 'qso_y': 0.022, 'redu_Chisq': 15.129078}
021839.30-040821.4 G {'amp': 46.312, 'R_sersic': 1.01, 'n_sersic': 0.816, 'center_x': -0.063, 'center_y': -0.161, 'phi_G': -1.24, 'q': 0.7, 'QSO_amp': 394.855, 'host_amp': 363.43, 'host_flux_ratio_percent': 47.928, 'host_mag': 20.599, 'qso_x': 0.047, 'qso_y': 0.001, 'redu_Chisq': 3.919885}
021839.30-040821.4 R {'amp': 113.934, 'R_sersic': 1.01, 'n_sersic': 0.816, 'center_x': -0.045, 'center_y': -0.128, 'phi_G': -1.24, 'q': 0.7, 'QSO_amp': 371.565, 'host_amp': 894.091, 'host_flux_ratio_percent': 70.642, 'host_mag': 19.622, 'qso_x': 0.067, 'qso_y': 0.009, 'redu_Chisq': 3.781345}
021839.30-040821.4 Z {'amp': 209.063, 'R_sersic': 1.01, 'n_sersic': 0.816, 'center_x': -0.011, 'center_y': -0.11, 'phi_G': -1.24, 'q': 0.7, 'QSO_amp': 881.081, 'host_amp': 1640.74, 'host_flux_ratio_percent': 65.062, 'host_mag': 18.962, 'qso_x': 0.047, 'qso_y': 0.012, 'redu_Chisq': 5.262708}
021839.30-040821.4 Y {'amp': 224.916, 'R_sersic': 1.01, 'n_sersic': 0.816, 'center_x': -0.024, 'center_y': -0.097, 'phi_G': -1.24, 'q': 0.7, 'QSO_amp': 574.937, 'host_amp': 1764.973, 'host_flux_ratio_percent': 75.429, 'host_mag': 18.883, 'qso_x': 0.053, 'qso_y': 0.023, 'redu_Chisq': 2.077047}
37.110304 I {'amp': 132.876, 'R_sersic': 0.1, 'n_sersic': 0.743, 'center_x': 0.201, 'center_y': -0.342, 'phi_G': -1.222, 'q': 0.623, 'QSO_amp': 338.915, 'host_amp': 8.94, 'host_flux_ratio_percent': 2.57, 'host_mag': 24.622, 'qso_x': 0.101, 'qso_y': 0.003, 'redu_Chisq': 1.533221}
